DexEntry,DexNo,Region,Gen,Pokemon,Type 1,Type 2
1191,869,Galar,VIII,Alcremie Salted Cream (Strawberry),Fairy,-
1192,869,Galar,VIII,Alcremie Salted Cream (Berry),Fairy,-
1193,869,Galar,VIII,Alcremie Salted Cream (Love),Fairy,-
1194,869,Galar,VIII,Alcremie Salted Cream (Star),Fairy,-
1195,869,Galar,VIII,Alcremie Salted Cream (Clover),Fairy,-
1196,869,Galar,VIII,Alcremie Salted Cream (Flower),Fairy,-
1197,869,Galar,VIII,Alcremie Salted Cream (Ribbon),Fairy,-
1198,869,Galar,VIII,Alcremie Ruby Swirl (Strawberry),Fairy,-
1199,869,Galar,VIII,Alcremie Ruby Swirl (Berry),Fairy,-
1200,869,Galar,VIII,Alcremie Ruby Swirl (Love),Fairy,-
1201,869,Galar,VIII,Alcremie Ruby Swirl (Star),Fairy,-
1202,869,Galar,VIII,Alcremie Ruby Swirl (Clover),Fairy,-
1203,869,Galar,VIII,Alcremie Ruby Swirl (Flower),Fairy,-
1204,869,Galar,VIII,Alcremie Ruby Swirl (Ribbon),Fairy,-
1205,869,Galar,VIII,Alcremie Caramel Swirl (Strawberry),Fairy,-
1206,869,Galar,VIII,Alcremie Caramel Swirl (Berry),Fairy,-
1207,869,Galar,VIII,Alcremie Caramel Swirl (Love),Fairy,-
1208,869,Galar,VIII,Alcremie Caramel Swirl (Star),Fairy,-
1209,869,Galar,VIII,Alcremie Caramel Swirl (Clover),Fairy,-
1210,869,Galar,VIII,Alcremie Caramel Swirl (Flower),Fairy,-
1211,869,Galar,VIII,Alcremie Caramel Swirl (Ribbon),Fairy,-
1212,869,Galar,VIII,Alcremie Rainbow Swirl (Strawberry),Fairy,-
1213,869,Galar,VIII,Alcremie Rainbow Swirl (Berry),Fairy,-
1214,869,Galar,VIII,Alcremie Rainbow Swirl (Love),Fairy,-
1215,869,Galar,VIII,Alcremie Rainbow Swirl (Star),Fairy,-
1216,869,Galar,VIII,Alcremie Rainbow Swirl (Clover),Fairy,-
1217,869,Galar,VIII,Alcremie Rainbow Swirl (Flower),Fairy,-
1218,869,Galar,VIII,Alcremie Rainbow Swirl (Ribbon),Fairy,-
1219,870,Galar,VIII,Falinks,Fighting,-
1220,871,Galar,VIII,Pincurchin,Electric,-
1221,872,Galar,VIII,Snom,Ice,Bug
1222,873,Galar,VIII,Frosmoth,Ice,Bug
1223,874,Galar,VIII,Stonjourner,Rock,-
1224,875,Galar,VIII,Eiscue,Ice,-
1226,876,Galar,VIII,Indeedee,Psychic,Normal
1227,877,Galar,VIII,Morpeko,Electric,Dark
1228,878,Galar,VIII,Cufant,Steel,-
1229,879,Galar,VIII,Copperajah,Steel,-
1230,880,Galar,VIII,Dracozolt,Electric,Dragon
1231,881,Galar,VIII,Arctozolt,Electric,Ice
1232,882,Galar,VIII,Dracovish,Water,Dragon
1233,883,Galar,VIII,Arctovish,Water,Ice
1234,884,Galar,VIII,Duraludon,Steel,Dragon
1235,885,Galar,VIII,Dreepy,Dragon,Ghost
1236,886,Galar,VIII,Drakloak,Dragon,Ghost
1237,887,Galar,VIII,Dragapult,Dragon,Ghost
1238,888,Galar,VIII,Zacian Hero of Many Battles,Fairy,-
1239,889,Galar,VIII,Zamazenta Hero of Many Battles,Fighting,-
1240,890,Galar,VIII,Eternatus,Poison,Dragon
1241,891,Galar,VIII,Kubfu,Fighting,-
1242,892,Galar,VIII,Urshifu Single Strike Style,Fighting,Dark
1243,892,Galar,VIII,Urshifu Rapid Strike Style,Fighting,Water
1244,893,Galar,VIII,Zarude,Dark,Grass
1245,893,Galar,VIII,Zarude Dada,Dark,Grass
1246,894,Galar,VIII,Regieleki,Electric,-
1247,895,Galar,VIII,Regidrago,Dragon,-
1248,896,Galar,VIII,Glastrier,Ice,-
1249,897,Galar,VIII,Spectrier,Ghost,-
1250,898,Galar,VIII,Calyrex,Psychic,Grass
1251,899,Hisui,VIII,Wyrdeer,Normal,Psychic
1252,900,Hisui,VIII,Kleavor,Bug,Rock
1253,901,Hisui,VIII,Ursaluna,Ground,Normal
1254,901,Hisui,VIII,Ursaluna Blood Moon Form,Ground,Normal
1255,902,Hisui,VIII,Basculegion ?,Water,Ghost
1256,902,Hisui,VIII,Basculegion ?,Water,Ghost
1257,903,Hisui,VIII,Sneasler,Fighting,Poison
1258,904,Hisui,VIII,Overqwil,Dark,Poison
1259,905,Hisui,VIII,Enamorus Incarnate Forme,Fairy,Flying
1260,905,Hisui,VIII,Enamorus Therian Forme,Fairy,Flying
1261,906,Paldea,IX,Sprigatito,Grass,-
1262,907,Paldea,IX,Floragato,Grass,-
1263,908,Paldea,IX,Meowscarada,Grass,Dark
1264,909,Paldea,IX,Fuecoco,Fire,-
1265,910,Paldea,IX,Crocalor,Fire,-
1266,911,Paldea,IX,Skeledirge,Fire,Ghost
1267,912,Paldea,IX,Quaxly,Water,-
1268,913,Paldea,IX,Quaxwell,Water,-
1269,914,Paldea,IX,Quaquaval,Water,Fighting
1270,915,Paldea,IX,Lechonk,Normal,-
1271,916,Paldea,IX,Oinkologne,Normal,-
1273,917,Paldea,IX,Tarountula,Bug,-
1274,918,Paldea,IX,Spidops,Bug,-
1275,919,Paldea,IX,Nymble,Bug,-
1276,920,Paldea,IX,Lokix,Bug,Dark
1277,921,Paldea,IX,Pawmi,Electric,-
1278,922,Paldea,IX,Pawmo,Electric,Fighting
1279,923,Paldea,IX,Pawmot,Electric,Fighting
1280,924,Paldea,IX,Tandemaus,Normal,-
1281,925,Paldea,IX,Maushold Family of Three,Normal,-
1282,925,Paldea,IX,Maushold Family of Four,Normal,-
1283,926,Paldea,IX,Fidough,Fairy,-
1284,927,Paldea,IX,Dachsbun,Fairy,-
1285,928,Paldea,IX,Smoliv,Grass,Normal
1286,929,Paldea,IX,Dolliv,Grass,Normal
1287,930,Paldea,IX,Arboliva,Grass,Normal
1288,931,Paldea,IX,Squawkabilly Green Plumage,Normal,Flying
1289,931,Paldea,IX,Squawkabilly Blue Plumage,Normal,Flying
1290,931,Paldea,IX,Squawkabilly Yellow Plumage,Normal,Flying
1291,931,Paldea,IX,Squawkabilly White Plumage,Normal,Flying
1292,932,Paldea,IX,Nacli,Rock,-
1293,933,Paldea,IX,Naclstack,Rock,-
1294,934,Paldea,IX,Garganacl,Rock,-
1295,935,Paldea,IX,Charcadet,Fire,-
1296,936,Paldea,IX,Armarouge,Fire,Psychic
1297,937,Paldea,IX,Ceruledge,Fire,Ghost
1298,938,Paldea,IX,Tadbulb,Electric,-
1299,939,Paldea,IX,Bellibolt,Electric,-
1300,940,Paldea,IX,Wattrel,Electric,Flying
1301,941,Paldea,IX,Kilowattrel,Electric,Flying
1302,942,Paldea,IX,Maschiff,Dark,-
1303,943,Paldea,IX,Mabosstiff,Dark,-
1304,944,Paldea,IX,Shroodle,Poison,Normal
1305,945,Paldea,IX,Grafaiai,Poison,Normal
1306,946,Paldea,IX,Bramblin,Grass,Ghost
1307,947,Paldea,IX,Brambleghast,Grass,Ghost
1308,948,Paldea,IX,Toedscool,Ground,Grass
1309,949,Paldea,IX,Toedscruel,Ground,Grass
1310,950,Paldea,IX,Klawf,Rock,-
1311,951,Paldea,IX,Capsakid,Grass,-
1312,952,Paldea,IX,Scovillain,Grass,Fire
1313,953,Paldea,IX,Rellor,Bug,-
1314,954,Paldea,IX,Rabsca,Bug,Psychic
1315,955,Paldea,IX,Flittle,Psychic,-
1316,956,Paldea,IX,Espathra,Psychic,-
1317,957,Paldea,IX,Tinkatink,Fairy,Steel
1318,958,Paldea,IX,Tinkatuff,Fairy,Steel
1319,959,Paldea,IX,Tinkaton,Fairy,Steel
1320,960,Paldea,IX,Wiglett,Water,-
1321,961,Paldea,IX,Wugtrio,Water,-
1322,962,Paldea,IX,Bombirdier,Flying,Dark
1323,963,Paldea,IX,Finizen,Water,-
1324,964,Paldea,IX,Palafin,Water,-
1325,965,Paldea,IX,Varoom,Steel,Poison
1326,966,Paldea,IX,Revavroom,Steel,Poison
1327,967,Paldea,IX,Cyclizar,Dragon,Normal
1328,968,Paldea,IX,Orthworm,Steel,-
1329,969,Paldea,IX,Glimmet,Rock,Poison
1330,970,Paldea,IX,Glimmora,Rock,Poison
1331,971,Paldea,IX,Greavard,Ghost,-
1332,972,Paldea,IX,Houndstone,Ghost,-
1333,973,Paldea,IX,Flamigo,Flying,Fighting
1334,974,Paldea,IX,Cetoddle,Ice,-
1335,975,Paldea,IX,Cetitan,Ice,-
1336,976,Paldea,IX,Veluza,Water,Psychic
1337,977,Paldea,IX,Dondozo,Water,-
1338,978,Paldea,IX,Tatsugiri Curly Form,Dragon,Water
1339,978,Paldea,IX,Tatsugiri Droopy Form,Dragon,Water
1340,978,Paldea,IX,Tatsugiri Stretchy Form,Dragon,Water
1341,979,Paldea,IX,Annihilape,Fighting,Ghost
1342,980,Paldea,IX,Clodsire,Poison,Ground
1343,981,Paldea,IX,Farigiraf,Normal,Psychic
1344,982,Paldea,IX,Dudunsparce Two-Segment Form,Normal,-
1345,982,Paldea,IX,Dudunsparce Three-Segment Form,Normal,-
1346,983,Paldea,IX,Kingambit,Dark,Steel
1347,984,Paldea,IX,Great Tusk,Ground,Fighting
1348,985,Paldea,IX,Scream Tail,Fairy,Psychic
1349,986,Paldea,IX,Brute Bonnet,Grass,Dark
1350,987,Paldea,IX,Flutter Mane,Ghost,Fairy
1351,988,Paldea,IX,Slither Wing,Bug,Fighting
1352,989,Paldea,IX,Sandy Shocks,Electric,Ground
1353,990,Paldea,IX,Iron Treads,Ground,Steel
1354,991,Paldea,IX,Iron Bundle,Ice,Water
1355,992,Paldea,IX,Iron Hands,Fighting,Electric
1356,993,Paldea,IX,Iron Jugulis,Dark,Flying
1357,994,Paldea,IX,Iron Moth,Fire,Poison
1358,995,Paldea,IX,Iron Thorns,Rock,Electric
1359,996,Paldea,IX,Frigibax,Dragon,Ice
1360,997,Paldea,IX,Arctibax,Dragon,Ice
1361,998,Paldea,IX,Baxcalibur,Dragon,Ice
1362,999,Paldea,IX,Gimmighoul Chest Form,Ghost,-
1363,999,Paldea,IX,Gimmighoul Roaming Form,Ghost,-
1364,1000,Paldea,IX,Gholdengo,Steel,Ghost
1365,1001,Paldea,IX,Wo-Chien,Dark,Grass
1366,1002,Paldea,IX,Chien-Pao,Dark,Ice
1367,1003,Paldea,IX,Ting-Lu,Dark,Ground
1368,1004,Paldea,IX,Chi-Yu,Dark,Fire
1369,1005,Paldea,IX,Roaring Moon,Dragon,Dark
1370,1006,Paldea,IX,Iron Valiant,Fairy,Fighting
1371,1007,Paldea,IX,Koraidon,Fighting,Dragon
1372,1008,Paldea,IX,Miraidon,Electric,Dragon
1373,1009,Paldea,IX,Walking Wake,Water,Dragon
1374,1010,Paldea,IX,Iron Leaves,Grass,Psychic
1375,1011,Paldea,IX,Dipplin,Grass,Dragon
1376,1012,Paldea,IX,Poltchageist Counterfeit Form,Grass,Ghost
1377,1012,Paldea,IX,Poltchageist Artisan Form,Grass,Ghost
1378,1013,Paldea,IX,Sinistcha Unremarkable Form,Grass,Ghost
1379,1013,Paldea,IX,Sinistcha Masterpiece Form,Grass,Ghost
1380,1014,Paldea,IX,Okidogi,Poison,Fighting
1381,1015,Paldea,IX,Munkidori,Poison,Psychic
1382,1016,Paldea,IX,Fezandipiti,Poison,Fairy
1383,1017,Paldea,IX,Ogerpon,Grass,-
1384,1018,Paldea,IX,Archaludon,Steel,Dragon
1385,1019,Paldea,IX,Hydrapple,Grass,Dragon
1386,1020,Paldea,IX,Gouging Fire,Fire,Dragon
1387,1021,Paldea,IX,Raging Bolt,Electric,Dragon
1388,1022,Paldea,IX,Iron Boulder,Rock,Psychic
1389,1023,Paldea,IX,Iron Crown,Steel,Psychic
1390,1024,Paldea,IX,Terapagos,Normal,-
1391,1025,Paldea,IX,Pecharunt,Poison,Ghost

